Dato;Time;Price
30.08.2016;13;27.07
30.08.2016;14;26.97
30.08.2016;15;26.86
30.08.2016;16;28.96
30.08.2016;17;33.33
30.08.2016;18;37.77
30.08.2016;19;40.60
30.08.2016;20;43.71
30.08.2016;21;44.83
30.08.2016;22;40.83
30.08.2016;23;32.96
30.08.2016;24;26.64
31.08.2016;1;25.60
31.08.2016;2;24.02
31.08.2016;3;23.48
31.08.2016;4;22.77
31.08.2016;5;22.79
31.08.2016;6;25.34
31.08.2016;7;32.98
31.08.2016;8;40.46
31.08.2016;9;42.04
31.08.2016;10;36.13
31.08.2016;11;29.59
31.08.2016;12;28.19
31.08.2016;13;26.78
31.08.2016;14;27.06
31.08.2016;15;26.91
31.08.2016;16;27.05
31.08.2016;17;30.79
31.08.2016;18;35.94
31.08.2016;19;38.96
31.08.2016;20;40.94
31.08.2016;21;39.61
31.08.2016;22;35.96
31.08.2016;23;28.38
31.08.2016;24;24.20
01.09.2016;1;24.34
01.09.2016;2;23.73
01.09.2016;3;23.37
01.09.2016;4;22.98
01.09.2016;5;23.59
01.09.2016;6;25.10
01.09.2016;7;32.95
01.09.2016;8;37.97
01.09.2016;9;41.08
01.09.2016;10;38.24
01.09.2016;11;34.92
01.09.2016;12;32.98
01.09.2016;13;29.93
01.09.2016;14;28.68
01.09.2016;15;27.87
01.09.2016;16;27.88
01.09.2016;17;28.96
01.09.2016;18;34.06
01.09.2016;19;36.82
01.09.2016;20;38.96
01.09.2016;21;40.44
01.09.2016;22;37.93
01.09.2016;23;30.43
01.09.2016;24;26.93
02.09.2016;1;25.64
02.09.2016;2;23.89
02.09.2016;3;23.76
02.09.2016;4;22.91
02.09.2016;5;23.10
02.09.2016;6;25.97
02.09.2016;7;33.08
02.09.2016;8;38.41
02.09.2016;9;40.50
02.09.2016;10;37.91
02.09.2016;11;32.84
02.09.2016;12;29.59
02.09.2016;13;26.81
02.09.2016;14;25.69
02.09.2016;15;25.85
02.09.2016;16;27.94
02.09.2016;17;29.17
02.09.2016;18;34.01
02.09.2016;19;37.56
02.09.2016;20;37.98
02.09.2016;21;38.79
02.09.2016;22;34.99
02.09.2016;23;29.09
02.09.2016;24;27.61
03.09.2016;1;31.41
03.09.2016;2;28.04
03.09.2016;3;25.37
03.09.2016;4;24.88
03.09.2016;5;24.02
03.09.2016;6;24.92
03.09.2016;7;25.65
03.09.2016;8;29.44
03.09.2016;9;31.55
03.09.2016;10;32.95
03.09.2016;11;30.35
03.09.2016;12;29.06
03.09.2016;13;27.16
03.09.2016;14;25.09
03.09.2016;15;25.11
03.09.2016;16;25.36
03.09.2016;17;26.85
03.09.2016;18;30.44
03.09.2016;19;34.27
03.09.2016;20;37.56
03.09.2016;21;38.56
03.09.2016;22;37.67
03.09.2016;23;33.01
03.09.2016;24;28.93
04.09.2016;1;27.70
04.09.2016;2;25.02
04.09.2016;3;23.09
04.09.2016;4;22.04
04.09.2016;5;20.81
04.09.2016;6;20.09
04.09.2016;7;20.03
04.09.2016;8;22.02
04.09.2016;9;22.38
04.09.2016;10;23.50
04.09.2016;11;23.58
04.09.2016;12;24.99
04.09.2016;13;24.85
04.09.2016;14;23.49
04.09.2016;15;20.79
04.09.2016;16;20.52
04.09.2016;17;21.26
04.09.2016;18;22.94
04.09.2016;19;26.94
04.09.2016;20;30.31
04.09.2016;21;33.83
04.09.2016;22;31.79
04.09.2016;23;29.53
04.09.2016;24;25.06
05.09.2016;1;23.18
05.09.2016;2;22.30
05.09.2016;3;22.42
05.09.2016;4;21.73
05.09.2016;5;22.96
05.09.2016;6;24.96
05.09.2016;7;33.60
05.09.2016;8;42.98
05.09.2016;9;44.42
05.09.2016;10;43.31
05.09.2016;11;44.97
05.09.2016;12;48.01
05.09.2016;13;45.98
05.09.2016;14;44.22
05.09.2016;15;42.58
05.09.2016;16;43.03
05.09.2016;17;41.90
05.09.2016;18;41.98
05.09.2016;19;39.92
05.09.2016;20;43.12
05.09.2016;21;44.08
05.09.2016;22;40.00
05.09.2016;23;32.96
05.09.2016;24;28.07
06.09.2016;1;27.68
06.09.2016;2;25.98
06.09.2016;3;24.84
06.09.2016;4;23.76
06.09.2016;5;23.92
06.09.2016;6;26.43
06.09.2016;7;34.37
06.09.2016;8;42.97
06.09.2016;9;44.63
06.09.2016;10;41.96
06.09.2016;11;35.90
06.09.2016;12;33.76
06.09.2016;13;28.48
06.09.2016;14;27.98
06.09.2016;15;28.59
06.09.2016;16;29.02
06.09.2016;17;31.46
06.09.2016;18;37.95
06.09.2016;19;42.01
06.09.2016;20;45.16
06.09.2016;21;43.92
06.09.2016;22;38.55
06.09.2016;23;28.00
06.09.2016;24;26.82
07.09.2016;1;24.80
07.09.2016;2;23.64
07.09.2016;3;23.32
07.09.2016;4;23.16
07.09.2016;5;23.18
07.09.2016;6;25.11
07.09.2016;7;32.42
07.09.2016;8;37.97
07.09.2016;9;38.13
07.09.2016;10;34.07
07.09.2016;11;29.95
07.09.2016;12;28.92
07.09.2016;13;26.92
07.09.2016;14;26.41
07.09.2016;15;27.25
07.09.2016;16;27.92
07.09.2016;17;28.93
07.09.2016;18;36.93
07.09.2016;19;40.70
07.09.2016;20;44.35
07.09.2016;21;41.90
07.09.2016;22;36.94
07.09.2016;23;28.85
07.09.2016;24;26.59
08.09.2016;1;25.59
08.09.2016;2;24.07
08.09.2016;3;23.50
08.09.2016;4;23.08
08.09.2016;5;23.10
08.09.2016;6;24.24
08.09.2016;7;31.91
08.09.2016;8;38.71
08.09.2016;9;39.62
08.09.2016;10;38.31
08.09.2016;11;32.92
08.09.2016;12;28.67
08.09.2016;13;27.48
08.09.2016;14;26.28
08.09.2016;15;26.85
08.09.2016;16;27.70
08.09.2016;17;29.51
08.09.2016;18;35.92
08.09.2016;19;40.41
08.09.2016;20;42.59
08.09.2016;21;41.30
08.09.2016;22;36.91
08.09.2016;23;28.65
08.09.2016;24;25.99
09.09.2016;1;25.08
09.09.2016;2;23.81
09.09.2016;3;23.49
09.09.2016;4;22.97
09.09.2016;5;23.26
09.09.2016;6;24.82
09.09.2016;7;33.77
09.09.2016;8;40.22
09.09.2016;9;41.94
09.09.2016;10;40.99
09.09.2016;11;36.88
09.09.2016;12;34.06
09.09.2016;13;31.80
09.09.2016;14;29.04
09.09.2016;15;27.86
09.09.2016;16;29.49
09.09.2016;17;30.29
09.09.2016;18;35.89
09.09.2016;19;39.77
09.09.2016;20;41.92
09.09.2016;21;41.42
09.09.2016;22;38.27
09.09.2016;23;30.73
09.09.2016;24;28.01
10.09.2016;1;33.02
10.09.2016;2;27.11
10.09.2016;3;27.42
10.09.2016;4;24.25
10.09.2016;5;23.75
10.09.2016;6;24.20
10.09.2016;7;25.51
10.09.2016;8;29.04
10.09.2016;9;29.75
10.09.2016;10;29.94
10.09.2016;11;25.22
10.09.2016;12;23.69
10.09.2016;13;23.08
10.09.2016;14;23.06
10.09.2016;15;23.06
10.09.2016;16;25.61
10.09.2016;17;28.65
10.09.2016;18;31.99
10.09.2016;19;34.05
10.09.2016;20;38.70
10.09.2016;21;38.98
10.09.2016;22;34.08
10.09.2016;23;30.65
10.09.2016;24;26.76
11.09.2016;1;24.05
11.09.2016;2;22.87
11.09.2016;3;22.51
11.09.2016;4;21.73
11.09.2016;5;21.10
11.09.2016;6;22.09
11.09.2016;7;22.94
11.09.2016;8;22.93
11.09.2016;9;24.07
11.09.2016;10;25.11
11.09.2016;11;24.96
11.09.2016;12;25.48
11.09.2016;13;25.16
11.09.2016;14;24.54
11.09.2016;15;23.48
11.09.2016;16;23.42
11.09.2016;17;24.01
11.09.2016;18;28.73
11.09.2016;19;36.36
11.09.2016;20;39.85
11.09.2016;21;42.57
11.09.2016;22;38.93
11.09.2016;23;35.94
11.09.2016;24;31.27
12.09.2016;1;24.06
12.09.2016;2;23.45
12.09.2016;3;22.88
12.09.2016;4;22.15
12.09.2016;5;22.75
12.09.2016;6;24.12
12.09.2016;7;36.69
12.09.2016;8;43.00
12.09.2016;9;42.53
12.09.2016;10;39.43
12.09.2016;11;33.50
12.09.2016;12;30.71
12.09.2016;13;30.16
12.09.2016;14;29.61
12.09.2016;15;31.15
12.09.2016;16;32.69
12.09.2016;17;36.66
12.09.2016;18;41.81
12.09.2016;19;42.97
12.09.2016;20;46.73
12.09.2016;21;42.83
12.09.2016;22;37.93
12.09.2016;23;30.65
12.09.2016;24;26.59
13.09.2016;1;26.64
13.09.2016;2;24.80
13.09.2016;3;24.01
13.09.2016;4;23.52
13.09.2016;5;23.55
13.09.2016;6;26.39
13.09.2016;7;37.48
13.09.2016;8;44.44
13.09.2016;9;42.76
13.09.2016;10;38.92
13.09.2016;11;35.91
13.09.2016;12;32.74
13.09.2016;13;28.13
13.09.2016;14;27.62
13.09.2016;15;28.73
13.09.2016;16;28.25
13.09.2016;17;30.23
13.09.2016;18;37.42
13.09.2016;19;40.42
13.09.2016;20;41.93
13.09.2016;21;38.94
13.09.2016;22;33.52
13.09.2016;23;25.76
13.09.2016;24;24.27
14.09.2016;1;23.00
14.09.2016;2;22.17
14.09.2016;3;21.34
14.09.2016;4;21.85
14.09.2016;5;22.74
14.09.2016;6;23.31
14.09.2016;7;33.22
14.09.2016;8;38.98
14.09.2016;9;39.90
14.09.2016;10;34.95
14.09.2016;11;31.80
14.09.2016;12;31.90
14.09.2016;13;27.03
14.09.2016;14;25.23
14.09.2016;15;26.22
14.09.2016;16;26.95
14.09.2016;17;28.55
14.09.2016;18;35.69
14.09.2016;19;37.66
14.09.2016;20;37.44
14.09.2016;21;34.10
14.09.2016;22;26.84
14.09.2016;23;24.27
14.09.2016;24;22.96
15.09.2016;1;22.93
15.09.2016;2;21.88
15.09.2016;3;21.42
15.09.2016;4;21.13
15.09.2016;5;21.35
15.09.2016;6;23.05
15.09.2016;7;27.01
15.09.2016;8;37.08
15.09.2016;9;37.01
15.09.2016;10;33.71
15.09.2016;11;27.96
15.09.2016;12;26.83
15.09.2016;13;24.79
15.09.2016;14;24.71
15.09.2016;15;23.99
15.09.2016;16;26.63
15.09.2016;17;26.99
15.09.2016;18;32.15
15.09.2016;19;37.22
15.09.2016;20;38.86
15.09.2016;21;37.41
15.09.2016;22;29.00
15.09.2016;23;25.06
15.09.2016;24;23.02
16.09.2016;1;22.26
16.09.2016;2;21.24
16.09.2016;3;21.22
16.09.2016;4;21.29
16.09.2016;5;20.35
16.09.2016;6;22.59
16.09.2016;7;31.47
16.09.2016;8;39.96
16.09.2016;9;40.70
16.09.2016;10;39.98
16.09.2016;11;38.98
16.09.2016;12;37.81
16.09.2016;13;36.00
16.09.2016;14;31.95
16.09.2016;15;29.84
16.09.2016;16;33.99
16.09.2016;17;35.61
16.09.2016;18;38.28
16.09.2016;19;40.10
16.09.2016;20;41.75
16.09.2016;21;40.99
16.09.2016;22;36.50
16.09.2016;23;30.74
16.09.2016;24;25.16
17.09.2016;1;29.84
17.09.2016;2;26.32
17.09.2016;3;24.08
17.09.2016;4;22.81
17.09.2016;5;22.25
17.09.2016;6;22.91
17.09.2016;7;24.91
17.09.2016;8;27.92
17.09.2016;9;31.41
17.09.2016;10;36.93
17.09.2016;11;36.91
17.09.2016;12;36.08
17.09.2016;13;30.53
17.09.2016;14;25.10
17.09.2016;15;24.79
17.09.2016;16;24.14
17.09.2016;17;24.93
17.09.2016;18;27.85
17.09.2016;19;27.03
17.09.2016;20;32.52
17.09.2016;21;31.98
17.09.2016;22;24.57
17.09.2016;23;23.51
17.09.2016;24;23.19
18.09.2016;1;21.22
18.09.2016;2;22.39
18.09.2016;3;21.22
18.09.2016;4;20.00
18.09.2016;5;18.43
18.09.2016;6;19.53
18.09.2016;7;20.43
18.09.2016;8;20.73
18.09.2016;9;22.77
18.09.2016;10;24.78
18.09.2016;11;24.56
18.09.2016;12;24.98
18.09.2016;13;24.00
18.09.2016;14;24.10
18.09.2016;15;23.15
18.09.2016;16;22.93
18.09.2016;17;23.20
18.09.2016;18;27.16
18.09.2016;19;32.54
18.09.2016;20;36.11
18.09.2016;21;34.94
18.09.2016;22;31.10
18.09.2016;23;27.94
18.09.2016;24;25.46
19.09.2016;1;24.56
19.09.2016;2;24.15
19.09.2016;3;23.78
19.09.2016;4;22.44
19.09.2016;5;22.05
19.09.2016;6;23.91
19.09.2016;7;36.06
19.09.2016;8;42.31
19.09.2016;9;44.60
19.09.2016;10;43.91
19.09.2016;11;43.95
19.09.2016;12;43.97
19.09.2016;13;41.27
19.09.2016;14;39.31
19.09.2016;15;37.68
19.09.2016;16;37.93
19.09.2016;17;37.78
19.09.2016;18;39.22
19.09.2016;19;39.90
19.09.2016;20;41.99
19.09.2016;21;40.10
19.09.2016;22;30.00
19.09.2016;23;28.01
19.09.2016;24;26.02
20.09.2016;1;24.79
20.09.2016;2;24.83
20.09.2016;3;23.51
20.09.2016;4;23.06
20.09.2016;5;23.44
20.09.2016;6;25.24
20.09.2016;7;32.73
20.09.2016;8;42.96
20.09.2016;9;43.88
20.09.2016;10;42.77
20.09.2016;11;42.18
20.09.2016;12;41.17
20.09.2016;13;38.21
20.09.2016;14;35.60
20.09.2016;15;34.22
20.09.2016;16;34.55
20.09.2016;17;36.08
20.09.2016;18;39.13
20.09.2016;19;42.07
20.09.2016;20;46.80
20.09.2016;21;41.95
20.09.2016;22;35.06
20.09.2016;23;28.54
20.09.2016;24;26.03
21.09.2016;1;25.43
21.09.2016;2;24.94
21.09.2016;3;24.11
21.09.2016;4;24.13
21.09.2016;5;24.09
21.09.2016;6;25.71
21.09.2016;7;36.97
21.09.2016;8;48.19
21.09.2016;9;49.71
21.09.2016;10;44.50
21.09.2016;11;39.98
21.09.2016;12;36.03
21.09.2016;13;32.15
21.09.2016;14;31.92
21.09.2016;15;30.70
21.09.2016;16;32.81
21.09.2016;17;35.36
21.09.2016;18;42.70
21.09.2016;19;45.00
21.09.2016;20;48.75
21.09.2016;21;43.87
21.09.2016;22;37.96
21.09.2016;23;28.49
21.09.2016;24;27.09
22.09.2016;1;25.86
22.09.2016;2;25.09
22.09.2016;3;24.73
22.09.2016;4;24.26
22.09.2016;5;24.24
22.09.2016;6;26.84
22.09.2016;7;38.19
22.09.2016;8;43.34
22.09.2016;9;42.20
22.09.2016;10;35.77
22.09.2016;11;28.79
22.09.2016;12;27.75
22.09.2016;13;27.11
22.09.2016;14;27.06
22.09.2016;15;27.29
22.09.2016;16;28.61
22.09.2016;17;31.87
22.09.2016;18;39.93
22.09.2016;19;43.06
22.09.2016;20;49.06
22.09.2016;21;45.82
22.09.2016;22;38.95
22.09.2016;23;29.97
22.09.2016;24;26.47
23.09.2016;1;25.84
23.09.2016;2;25.03
23.09.2016;3;24.68
23.09.2016;4;24.78
23.09.2016;5;25.14
23.09.2016;6;26.47
23.09.2016;7;36.06
23.09.2016;8;43.04
23.09.2016;9;43.01
23.09.2016;10;38.94
23.09.2016;11;33.83
23.09.2016;12;28.77
23.09.2016;13;27.69
23.09.2016;14;27.54
23.09.2016;15;26.60
23.09.2016;16;27.66
23.09.2016;17;27.68
23.09.2016;18;31.06
23.09.2016;19;35.91
23.09.2016;20;41.83
23.09.2016;21;39.98
23.09.2016;22;30.36
23.09.2016;23;27.70
23.09.2016;24;26.79
24.09.2016;1;26.27
24.09.2016;2;24.68
24.09.2016;3;24.39
24.09.2016;4;25.15
24.09.2016;5;24.65
24.09.2016;6;24.59
24.09.2016;7;27.31
24.09.2016;8;31.15
24.09.2016;9;34.63
24.09.2016;10;34.04
24.09.2016;11;29.00
24.09.2016;12;25.43
24.09.2016;13;24.32
24.09.2016;14;24.26
24.09.2016;15;24.40
24.09.2016;16;24.93
24.09.2016;17;28.01
24.09.2016;18;34.58
24.09.2016;19;38.08
24.09.2016;20;42.63
24.09.2016;21;40.99
24.09.2016;22;34.53
24.09.2016;23;31.15
24.09.2016;24;25.46
25.09.2016;1;24.46
25.09.2016;2;22.06
25.09.2016;3;20.55
25.09.2016;4;17.84
25.09.2016;5;17.70
25.09.2016;6;19.68
25.09.2016;7;20.09
25.09.2016;8;21.47
25.09.2016;9;22.45
25.09.2016;10;22.95
25.09.2016;11;21.09
25.09.2016;12;21.09
25.09.2016;13;15.97
25.09.2016;14;10.93
25.09.2016;15;11.49
25.09.2016;16;12.89
25.09.2016;17;19.76
25.09.2016;18;26.55
25.09.2016;19;35.09
25.09.2016;20;40.95
25.09.2016;21;40.94
25.09.2016;22;33.53
25.09.2016;23;29.57
25.09.2016;24;24.52
26.09.2016;1;24.27
26.09.2016;2;24.20
26.09.2016;3;23.42
26.09.2016;4;23.28
26.09.2016;5;23.49
26.09.2016;6;25.46
26.09.2016;7;39.24
26.09.2016;8;46.53
26.09.2016;9;49.00
26.09.2016;10;46.84
26.09.2016;11;39.97
26.09.2016;12;37.39
26.09.2016;13;34.94
26.09.2016;14;33.95
26.09.2016;15;32.44
26.09.2016;16;35.00
26.09.2016;17;39.87
26.09.2016;18;44.65
26.09.2016;19;49.55
26.09.2016;20;54.12
26.09.2016;21;51.23
26.09.2016;22;37.93
26.09.2016;23;30.52
26.09.2016;24;28.40
27.09.2016;1;31.33
27.09.2016;2;30.74
27.09.2016;3;29.75
27.09.2016;4;28.73
27.09.2016;5;27.84
27.09.2016;6;29.56
27.09.2016;7;41.53
27.09.2016;8;49.00
27.09.2016;9;50.00
27.09.2016;10;44.98
27.09.2016;11;40.22
27.09.2016;12;33.93
27.09.2016;13;29.17
27.09.2016;14;28.28
27.09.2016;15;27.91
27.09.2016;16;28.29
27.09.2016;17;29.33
27.09.2016;18;38.91
27.09.2016;19;45.20
27.09.2016;20;48.97
27.09.2016;21;41.91
27.09.2016;22;29.94
27.09.2016;23;27.82
27.09.2016;24;24.36
28.09.2016;1;24.01
28.09.2016;2;21.03
28.09.2016;3;16.19
28.09.2016;4;14.66
28.09.2016;5;14.91
28.09.2016;6;19.89
28.09.2016;7;28.52
28.09.2016;8;37.94
28.09.2016;9;38.10
28.09.2016;10;32.22
28.09.2016;11;26.00
28.09.2016;12;23.06
28.09.2016;13;19.79
28.09.2016;14;12.94
28.09.2016;15;12.95
28.09.2016;16;16.84
28.09.2016;17;22.67
28.09.2016;18;26.45
28.09.2016;19;33.53
28.09.2016;20;39.59
28.09.2016;21;34.36
28.09.2016;22;28.14
28.09.2016;23;24.41
28.09.2016;24;22.02
29.09.2016;1;19.93
29.09.2016;2;16.10
29.09.2016;3;18.63
29.09.2016;4;14.57
29.09.2016;5;14.15
29.09.2016;6;21.08
29.09.2016;7;28.93
29.09.2016;8;37.97
29.09.2016;9;37.84
29.09.2016;10;28.42
29.09.2016;11;23.59
29.09.2016;12;21.71
29.09.2016;13;15.84
29.09.2016;14;12.65
29.09.2016;15;11.43
29.09.2016;16;12.66
29.09.2016;17;14.78
29.09.2016;18;24.61
29.09.2016;19;29.10
29.09.2016;20;37.91
29.09.2016;21;32.05
29.09.2016;22;25.03
29.09.2016;23;22.69
29.09.2016;24;16.85
30.09.2016;1;23.79
30.09.2016;2;23.32
30.09.2016;3;23.81
30.09.2016;4;23.09
30.09.2016;5;24.02
30.09.2016;6;25.73
30.09.2016;7;39.68
30.09.2016;8;49.66
30.09.2016;9;49.97
30.09.2016;10;43.91
30.09.2016;11;39.96
30.09.2016;12;39.60
30.09.2016;13;37.90
30.09.2016;14;29.65
30.09.2016;15;29.37
30.09.2016;16;31.96
30.09.2016;17;31.19
30.09.2016;18;31.48
30.09.2016;19;37.99
30.09.2016;20;42.91
30.09.2016;21;38.97
30.09.2016;22;31.90
30.09.2016;23;30.93
30.09.2016;24;28.43
01.10.2016;1;29.18
01.10.2016;2;31.06
01.10.2016;3;26.00
01.10.2016;4;29.02
01.10.2016;5;25.94
01.10.2016;6;29.13
01.10.2016;7;32.55
01.10.2016;8;31.30
01.10.2016;9;38.38
01.10.2016;10;38.96
01.10.2016;11;39.94
01.10.2016;12;39.21
01.10.2016;13;34.07
01.10.2016;14;30.53
01.10.2016;15;29.63
01.10.2016;16;29.18
01.10.2016;17;29.44
01.10.2016;18;34.63
01.10.2016;19;39.93
01.10.2016;20;45.03
01.10.2016;21;40.06
01.10.2016;22;30.74
01.10.2016;23;28.84
01.10.2016;24;32.47
02.10.2016;1;32.68
02.10.2016;2;27.04
02.10.2016;3;26.28
02.10.2016;4;25.13
02.10.2016;5;24.90
02.10.2016;6;25.03
02.10.2016;7;25.43
02.10.2016;8;26.09
02.10.2016;9;29.70
02.10.2016;10;30.99
02.10.2016;11;29.88
02.10.2016;12;32.38
02.10.2016;13;29.11
02.10.2016;14;26.64
02.10.2016;15;25.01
02.10.2016;16;24.65
02.10.2016;17;25.06
02.10.2016;18;31.65
02.10.2016;19;41.22
02.10.2016;20;49.35
02.10.2016;21;42.40
02.10.2016;22;34.78
02.10.2016;23;29.94
02.10.2016;24;25.19
03.10.2016;1;30.81
03.10.2016;2;26.11
03.10.2016;3;25.09
03.10.2016;4;24.54
03.10.2016;5;24.59
03.10.2016;6;25.78
03.10.2016;7;36.12
03.10.2016;8;40.96
03.10.2016;9;38.19
03.10.2016;10;39.76
03.10.2016;11;32.60
03.10.2016;12;33.17
03.10.2016;13;26.19
03.10.2016;14;25.33
03.10.2016;15;24.59
03.10.2016;16;29.39
03.10.2016;17;31.04
03.10.2016;18;33.37
03.10.2016;19;37.10
03.10.2016;20;37.74
03.10.2016;21;32.63
03.10.2016;22;28.42
03.10.2016;23;25.74
03.10.2016;24;24.60
04.10.2016;1;25.96
04.10.2016;2;25.28
04.10.2016;3;24.05
04.10.2016;4;22.03
04.10.2016;5;23.25
04.10.2016;6;25.54
04.10.2016;7;30.04
04.10.2016;8;37.10
04.10.2016;9;40.38
04.10.2016;10;36.78
04.10.2016;11;32.37
04.10.2016;12;28.71
04.10.2016;13;31.29
04.10.2016;14;32.08
04.10.2016;15;31.99
04.10.2016;16;31.87
04.10.2016;17;30.49
04.10.2016;18;35.70
04.10.2016;19;37.88
04.10.2016;20;39.09
04.10.2016;21;30.21
04.10.2016;22;26.08
04.10.2016;23;24.78
04.10.2016;24;24.93
05.10.2016;1;25.06
05.10.2016;2;23.67
05.10.2016;3;22.45
05.10.2016;4;22.23
05.10.2016;5;22.71
05.10.2016;6;24.30
05.10.2016;7;31.17
05.10.2016;8;42.45
05.10.2016;9;41.97
05.10.2016;10;30.14
05.10.2016;11;27.58
05.10.2016;12;27.51
05.10.2016;13;26.33
05.10.2016;14;26.98
05.10.2016;15;28.17
05.10.2016;16;28.18
05.10.2016;17;29.99
05.10.2016;18;35.00
05.10.2016;19;42.20
05.10.2016;20;41.08
05.10.2016;21;33.37
05.10.2016;22;27.67
05.10.2016;23;26.98
05.10.2016;24;25.02
06.10.2016;1;13.65
06.10.2016;2;17.10
06.10.2016;3;16.05
06.10.2016;4;12.30
06.10.2016;5;19.55
06.10.2016;6;24.06
06.10.2016;7;27.63
06.10.2016;8;33.19
06.10.2016;9;32.57
06.10.2016;10;36.19
06.10.2016;11;36.45
06.10.2016;12;36.77
06.10.2016;13;36.97
06.10.2016;14;36.44
06.10.2016;15;34.18
06.10.2016;16;34.06
06.10.2016;17;33.42
06.10.2016;18;42.42
06.10.2016;19;42.47
06.10.2016;20;49.69
06.10.2016;21;40.02
06.10.2016;22;34.23
06.10.2016;23;30.68
06.10.2016;24;28.43
07.10.2016;1;28.87
07.10.2016;2;26.90
07.10.2016;3;26.98
07.10.2016;4;27.59
07.10.2016;5;27.96
07.10.2016;6;29.93
07.10.2016;7;42.28
07.10.2016;8;42.00
07.10.2016;9;45.58
07.10.2016;10;45.05
07.10.2016;11;46.53
07.10.2016;12;52.32
07.10.2016;13;53.07
07.10.2016;14;47.11
07.10.2016;15;44.06
07.10.2016;16;42.47
07.10.2016;17;41.98
07.10.2016;18;38.49
07.10.2016;19;41.94
07.10.2016;20;42.46
07.10.2016;21;33.10
07.10.2016;22;30.53
07.10.2016;23;31.12
07.10.2016;24;32.97
08.10.2016;1;31.04
08.10.2016;2;28.78
08.10.2016;3;29.97
08.10.2016;4;29.70
08.10.2016;5;29.99
08.10.2016;6;29.56
08.10.2016;7;31.59
08.10.2016;8;33.39
08.10.2016;9;40.04
08.10.2016;10;43.41
08.10.2016;11;44.94
08.10.2016;12;42.08
08.10.2016;13;33.58
08.10.2016;14;32.48
08.10.2016;15;33.03
08.10.2016;16;32.44
08.10.2016;17;37.02
08.10.2016;18;42.69
08.10.2016;19;46.00
08.10.2016;20;52.75
08.10.2016;21;42.92
08.10.2016;22;35.00
08.10.2016;23;32.44
08.10.2016;24;31.12
09.10.2016;1;28.71
09.10.2016;2;28.45
09.10.2016;3;29.25
09.10.2016;4;28.79
09.10.2016;5;28.72
09.10.2016;6;28.09
09.10.2016;7;28.55
09.10.2016;8;29.11
09.10.2016;9;31.87
09.10.2016;10;33.68
09.10.2016;11;33.34
09.10.2016;12;34.13
09.10.2016;13;32.06
09.10.2016;14;28.81
09.10.2016;15;28.23
09.10.2016;16;28.21
09.10.2016;17;28.80
09.10.2016;18;32.95
09.10.2016;19;41.29
09.10.2016;20;50.52
09.10.2016;21;45.29
09.10.2016;22;43.45
09.10.2016;23;42.24
09.10.2016;24;34.39
10.10.2016;1;29.58
10.10.2016;2;31.87
10.10.2016;3;33.49
10.10.2016;4;30.66
10.10.2016;5;30.19
10.10.2016;6;31.28
10.10.2016;7;48.85
10.10.2016;8;69.24
10.10.2016;9;75.00
10.10.2016;10;70.16
10.10.2016;11;60.13
10.10.2016;12;55.66
10.10.2016;13;51.99
10.10.2016;14;53.21
10.10.2016;15;52.65
10.10.2016;16;51.91
10.10.2016;17;55.00
10.10.2016;18;57.24
10.10.2016;19;69.94
10.10.2016;20;81.93
10.10.2016;21;57.10
10.10.2016;22;43.41
10.10.2016;23;33.48
10.10.2016;24;30.53
11.10.2016;1;32.34
11.10.2016;2;30.23
11.10.2016;3;29.08
11.10.2016;4;29.16
11.10.2016;5;30.18
11.10.2016;6;31.91
11.10.2016;7;36.91
11.10.2016;8;45.93
11.10.2016;9;49.39
11.10.2016;10;49.35
11.10.2016;11;47.58
11.10.2016;12;45.08
11.10.2016;13;40.08
11.10.2016;14;39.91
11.10.2016;15;37.88
11.10.2016;16;39.25
11.10.2016;17;39.96
11.10.2016;18;42.67
11.10.2016;19;44.97
11.10.2016;20;44.54
11.10.2016;21;35.45
11.10.2016;22;34.23
11.10.2016;23;33.03
11.10.2016;24;30.41
12.10.2016;1;28.17
12.10.2016;2;27.93
12.10.2016;3;28.09
12.10.2016;4;28.01
12.10.2016;5;28.16
12.10.2016;6;29.99
12.10.2016;7;32.93
12.10.2016;8;45.07
12.10.2016;9;46.99
12.10.2016;10;45.95
12.10.2016;11;41.59
12.10.2016;12;44.94
12.10.2016;13;40.54
12.10.2016;14;36.77
12.10.2016;15;34.93
12.10.2016;16;33.87
12.10.2016;17;37.44
12.10.2016;18;44.02
12.10.2016;19;45.68
12.10.2016;20;47.82
12.10.2016;21;38.26
12.10.2016;22;33.57
12.10.2016;23;33.99
12.10.2016;24;30.10
13.10.2016;1;28.21
13.10.2016;2;28.15
13.10.2016;3;28.08
13.10.2016;4;28.14
13.10.2016;5;28.12
13.10.2016;6;28.23
13.10.2016;7;36.66
13.10.2016;8;47.91
13.10.2016;9;49.64
13.10.2016;10;44.98
13.10.2016;11;40.02
13.10.2016;12;37.64
13.10.2016;13;31.39
13.10.2016;14;31.06
13.10.2016;15;30.12
13.10.2016;16;32.06
13.10.2016;17;31.63
13.10.2016;18;38.13
13.10.2016;19;42.76
13.10.2016;20;39.96
13.10.2016;21;30.58
13.10.2016;22;28.70
13.10.2016;23;28.20
13.10.2016;24;27.42
14.10.2016;1;20.80
14.10.2016;2;20.02
14.10.2016;3;14.98
14.10.2016;4;20.07
14.10.2016;5;21.72
14.10.2016;6;25.20
14.10.2016;7;30.29
14.10.2016;8;40.53
